genes	logFC	logCPM	F	PValue	FDR	sig
CLIC5	-1.55390631602977	5.52858862345516	22.0038398844634	9.15237294864613e-06	0.000778016685178086	Not Sig
NRTN	1.96680030086291	4.14611988618366	21.9716761274486	9.27867327735471e-06	0.000778016685178086	Not Sig
ASAP3	-1.14850916976124	2.25196114591892	21.9664217335624	9.31011003805603e-06	0.000778016685178086	Not Sig
RILPL2	1.01786292295271	5.00664668282954	21.9551501534776	9.34234978161981e-06	0.000778016685178086	Not Sig
SIAH3	2.3454243667207	1.7657386433708	21.9658000409053	9.35913155167361e-06	0.000778016685178086	Up
SLC35F6	0.708011983531462	5.27981568182702	21.9498080747899	9.36351166037142e-06	0.000778016685178086	Not Sig
FAM20A	-1.79681735290158	5.84286137135243	21.9484542307102	9.36939464889311e-06	0.000778016685178086	Not Sig
BASP1	-0.628129595873284	7.26794207508123	21.892401303201	9.59327378050984e-06	0.000792831792343747	Not Sig
GCNT2	0.772884619218354	4.60675171845427	21.856547080886	9.74022529185153e-06	0.000799748645203044	Not Sig
KRTAP3-1	-2.04817139196367	-1.13017886542333	21.3821445529189	9.76869259251339e-06	0.000799748645203044	Down
NR2F1	-0.85554224276819	4.38445248052645	21.8055151517845	9.95301067592264e-06	0.000811030841900649	Not Sig
COX6B2	2.02501100222594	3.37183347518924	21.6952979116911	1.01026673751167e-05	0.00081939680784784	Up
SOD3	-1.23216266030157	6.32285987862876	21.7122387779655	1.03536928049313e-05	0.0008339094925119	Not Sig
PLB1	2.03745369262636	0.320198986609159	21.5648442294773	1.03772427959102e-05	0.0008339094925119	Up
UST	-1.41998648715588	1.83331657512833	21.6706059376946	1.05754900939514e-05	0.000845942184671217	Not Sig
PTPRE	1.05996459022836	2.8831951152466	21.6502617731454	1.06337674101663e-05	0.000846719799536437	Not Sig
TIMP3	-1.84010076533769	1.76161745879897	20.8866831665207	1.10583163606018e-05	0.00087502541200669	Not Sig
ITPK1	0.683756755096416	7.03187985340339	21.5502474049879	1.10896098207064e-05	0.00087502541200669	Not Sig
LIX1	-1.86760904605511	-0.245102826410236	21.2320505234998	1.11721439478449e-05	0.000877566874605947	Not Sig
GALNT12	-0.614453849220812	4.72839633598665	21.5068202376257	1.12962884706443e-05	0.000879658311314666	Not Sig
GUCY1B1	1.10631906548897	4.72506225335704	21.5061414788589	1.12996594640719e-05	0.000879658311314666	Not Sig
ARL4D	1.03007554729495	4.25475118822452	21.4487160463315	1.15788654169782e-05	0.000897387800627852	Not Sig
ST8SIA6	2.72248389299038	0.289119975594113	21.1496457620706	1.17304001050006e-05	0.000905109367393809	Up
PCDHGA9	-1.82051099797882	-0.167456390108114	20.7064170866365	1.20019600219162e-05	0.00092183691823404	Not Sig
CTD-2540L5.5	3.55333361412195	-1.63907536765745	20.7051015473118	1.2052919908095e-05	0.00092183691823404	Up
TP63	-1.89360030717477	1.10675702862864	21.0484370966712	1.22138010461848e-05	0.000930062282285463	Not Sig
NR3C2	-1.07011896366131	2.45096964633233	21.3125720774139	1.22788941519057e-05	0.000930953722699703	Not Sig
RP11-1267H10.4	-1.67678827846466	2.27621981844072	21.2461116109912	1.26630989465857e-05	0.000955926923941827	Not Sig
RP13-895J2.4	-2.34400669040896	-0.688831863350528	20.652258807405	1.27264601481536e-05	0.000956569017515098	Down
ETNPPL	1.38344176920552	-0.939368403418001	20.6275557864324	1.32117734161544e-05	0.000988784999274247	Not Sig
BHLHE41	1.29071718151508	6.07936507948189	21.1211037500315	1.33106770124367e-05	0.000990182864377224	Not Sig
SMIM3	-1.25613871475192	2.12515908263968	21.120120330388	1.33440172685312e-05	0.000990182864377224	Not Sig
INAVA	-0.804821940225821	6.10869845259371	21.070580678831	1.36001667269715e-05	0.00100113645748017	Not Sig
CBX6	-0.736931339558442	6.04090211573528	21.0694992914591	1.3606453746003e-05	0.00100113645748017	Not Sig
SDK2	2.22079190590819	2.48679947923731	20.8769540929527	1.38166792770573e-05	0.00101233299677868	Up
VGLL1	-1.43191794866968	2.91078109705272	21.0199655867873	1.39174663805785e-05	0.00101545095709007	Not Sig
CXXC5	-0.835426866752259	6.78977112741657	20.9660974078801	1.42202091478263e-05	0.00103321669633248	Not Sig
FAM20C	-1.31928827050294	3.01398346177995	20.9552158198108	1.42916547926125e-05	0.00103409907167459	Not Sig
ZFP36L2	-0.86966600694794	6.66058370657706	20.9238417900582	1.44791698178109e-05	0.00104333786480573	Not Sig
IGFBP4	1.93885493120299	6.89013101500348	20.8899812915023	1.46902859774159e-05	0.00105419426697193	Not Sig
HRG	1.73292192950705	-1.19126605541714	20.2137631240033	1.48938288222964e-05	0.00106442043853772	Not Sig
TMEM108	1.45691120679238	-0.0586852512250037	20.7164901787918	1.51194836076289e-05	0.00107613695979524	Not Sig
